mco_id,mco_name,mco_owner,owner_id,address,city,state_abbreviation,zip,url,profit_status,private_public,telephone_one,telephone_two,fax,contracted_pbm,contracted_sp_vendor,service_areas,aliases,provider_sponsored,blues,al,ak,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,me,mi,md,mn,ms,mo,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy,pr,foreign
148,Contra Costa Health Plan,Contra Costa Health Services.,,"595 Center Avenue, Suite 100",Martinez,CA,94553,http://cchealth.org/healthplan,Not-for-profit.,Private.,(925) 313-6000,(877) 661-6230,(925) 313-6002,PerformRx,,"Contra Costa County, California.",,YES,NO,0,0,0,0,"123,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,SelectHealth,Intermountain Healthcare.,,5381 Green Street,Murray,UT,84123,www.selecthealth.org,Not-for-profit.,Private.,(801) 442-5500,(800) 538-5038,(801) 442-6510,SelectHealth Prescriptions,,"Idaho, Utah.","Formerly IHC Health Plans, Inc.; SelectAccess; SelectHealth Community Care.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"614,583",0,0,0,0,0,0,0,
206,"WellCare Health Plans, Inc.",WellCare Group of Companies.,,P.O. Box 31372,Tampa,FL,33634,www.wellcare.com,For-profit.,Public.,(813) 290-6200,(877) 817-2589,(877) 297-3112,Exactus Pharmacy Solutions,,"Arizona, California, Connecticut, Florida, Georgia, Hawaii, Illinois, Kentucky, Louisiana, Missouri, Nevada, New Jersey, New York, Ohio, South Carolina, Texas.","Desert Canyon Community Care, Easy Choice Health Plan, First Choice, Harmony Health Plan, HealthEase of Florida, Ohana Health Plan, Preferred One, Staywell, WellCare Health Insurance of Arizona, WellCare of Connecticut, WellCare of Florida, WellCare of Georgia, Wellcare Health Insurance of Illinois, WellCare of Louisiana, WellCare of Ohio, WellCare Health Insurance of New York, WellCare Health Plans of New Jersey, WellCare of Texas.",NO,NO,0,0,0,"3,736","55,169",0,"8,028",0,0,"469,857","558,344","44,664",0,0,"153,552",0,0,"289,209","7,899",0,0,0,0,0,0,"104,794",0,0,0,0,0,"1,373",0,24,"135,876","4,831",0,0,0,0,"46,429",0,0,"21,982",0,0,0,0,0,0,0,0,
1693,Sendero Health Plans,Central Health,,"2028 East Ben White Boulevard, #200",Austin,TX,78741,http://senderohealth.com,Not-for-profit,Government.,(512) 978-8855,,(512) 275-2862,Navitus Health Solutions,,Texas.,,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,321",0,0,0,0,0,0,0,0,
1694,Elderserve Long Term Health Care,Hebrew Home for the Aging,,94 West 225 Street,Bronx,NY,10463,www.elderservehealth.org,Not-for-profit,Private.,(800) 370-3600,,,,,New York.,,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1695,Village Care,,,"120 Broadway, Suite 2840",New York,NY,10271,www.vcny.org,Not-for-profit,Private.,(212) 337-5600,,,,,New York.,VillageCareMax.,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,"Community Health Choice, Inc. (CHC)",Harris County Hospital District.,,"2636 South Loop West, Suite 700",Houston,TX,77054,www.chchealth.org,Not-for-profit.,Private.,(713) 295-2294,(888) 760-2600,,Navitus Health Solutions,,Texas.,,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,609",0,0,0,0,0,0,0,0,
315,"Health Alliance Medical Plans, Inc.",Care Clinic Association.,,301 South Vine Street,Urbana,IL,61801,www.healthalliance.org,For-profit.,Private.,(800) 851-3379,,(217) 337-8093,"MedImpact Healthcare Systems, Catamaran Corporation",CVS/Caremark Rx,"Illinois, Iowa, Nebraska, Washington.","Health Alliance Midwest, Health Alliance Northwest, Health Alliance Connect.",YES,NO,25,2,47,104,94,46,4,1,0,221,52,1,"2,682",7,"264,612","1,182",24,203,13,34,4,51,13,56,9,731,9,49,0,722,5,13,8,9,17,53,13,15,16,0,33,5,75,463,2,16,5,37,91,0,3,0,4
21,Health Choice Management Company,IASIS Healthcare.,,"410 North 44th Street, Suite 900",Phoenix,AZ,85008,www.healthchoiceaz.com,For-profit.,Private.,(480) 968-6866,(800) 322-8670,(480) 784-2933,Catamaran Corporation,BriovaRx,"Arizona, Utah.","Health Choice Generations; Health Choice Arizona, Inc.; Health Choice Insurance Co.; Health Choice Utah.",YES,NO,0,0,0,"207,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,600",0,0,0,0,0,0,0,
187,"HIP, an EmblemHealth Company","EmblemHealth, Inc.",13,55 Water Street,New York,NY,10041,www.emblemhealth.com,Not-for-profit.,Private.,(646) 447-5000,(800) 447-8255,(646) 447-3223,Express Scripts,Express Scripts,"Florida, New Jersey, New York.","HIP Health Plan of New York, Vytra.",NO,NO,12,0,1,38,49,19,648,8,25,755,90,1,0,0,2,2,4,5,9,28,9,5,57,5,3,1,2,193,0,3,13,"4,421",3,45,"725,155",18,7,3,893,8,96,1,18,40,4,104,13,8,4,5,3,8,
189,Health Partners Plan,HealthPartners.,,"901 Market Street, Suite 500",Philadelphia,PA,19107,www.healthpartnersplans.com,Not-for-profit.,Private.,(215) 849-9606,(800) 553-0784,(215) 991-4126,"SelectScripts, LLC",,Pennsylvania.,Health Partners of Philadelphia.,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,623",0,0,0,0,0,0,0,0,0,0,0,0,0,
545,Priority Health,Spectrum Health.,,"1231 East Beltline Avenue, NE",Grand Rapids,MI,49525,www.priorityhealth.com,Not-for-profit.,Private.,(800) 446-5674,(616) 464-8000,(616) 942-5651,Argus Health Systems,Diplomat Specialty Pharmacy,Michigan.,"Priority Health Government Programs, Physicians Health Plan of South Michigan.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"543,190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559,Care1st Health Plan,Care1st Health Plan.,18,601 Potrero Grande Drive,Monterey Park,CA,91755,www.care1st.com,For-profit.,Private.,(323) 889-6638,(800) 605-2556,(323) 889-6255,MedImpact Healthcare Systems,,California.,UHP Healthcare.,NO,NO,0,0,0,0,"158,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1347,"Health Net, Inc.","Health Net, Inc.",,21650 Oxnard Street,Woodland Hills,CA,91367,www.healthnet.com,For-profit.,Public.,(818) 676-6000,(800) 291-6911,(818) 676-8591,CVS/Caremark Rx,,"Primarily Arizona, California, Oregon and parts of Washington. TRICARE North contract in 22 states and District of Columbia.","Health Net of Arizona, Health Net of California, Health Net Health Plan of Oregon, Health Net Federal Services, MHN, MHN Government Services.",NO,NO,0,0,0,"156,000","2,197,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1359,Aetna,Aetna Inc.,9,151 Farmington Avenue,Hartford,CT,06156,www.aetna.com,For-profit.,Public.,(860) 273-0123,(800) 872-3862,(860) 273-2062,Aetna Pharmacy Management,Aetna Specialty Pharmacy,Nationwide.,"Delaware Physician's Care, Innovation Health, Integral Quality Care, Prudential. New acquisitions are Genworth
Financial, Inc. and Prodigy Health Group.",NO,NO,"49,695","38,689","54,778","757,001","1,594,426","220,886","441,324","322,767","221,350","1,008,353","536,590","9,005","65,913","43,425","528,838","190,727","105,134","94,840","116,183","209,336","143,838","265,482","366,890","79,242","74,325","182,764","20,762","279,959","54,617","68,623","45,142","1,118,445","26,152","137,433","897,969","694,181","168,096","100,534","1,152,900","19,149","115,536","9,358","208,183","2,436,381","85,382","520,672","15,514","283,464","115,300","61,587","9,716",0,"523,811"
645,Comprehensive Medical and Dental Program (CMDP),State of Arizona.,,"P.O. Box 29202, Site Code 942C",Phoenix,AZ,85038-9202,www.azdes.gov/cmdp,Not-for-profit.,Government.,(602) 351-2245,(800) 201-1795,(602) 264-3801,MedImpact Healthcare Systems,,Arizona.,fka Arizona Department of Economic Security (DES).,NO,NO,0,0,0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
764,South Country Health Alliance,,,110 West Fremont Street,Owatonna,MN,55060,www.mnscha.org,Not-for-profit.,Government.,(507) 444-7770,(866) 567-7242,(507) 444-7774,PerformRx,PerformRx,Minnesota.,,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,Alameda Alliance for Health,,,1240 South Loop Road,Alameda,CA,94502,www.alamedaalliance.org OR www.alliancecompletecare.org,Not-for-profit.,Government.,(510) 747-4500,,(855) 891-7170,MedImpact Healthcare Systems,Bioscrip,California.,"Alameda CompleteCare, Alliance CompleteCare.",NO,NO,0,0,0,0,"163,229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,Partnership HealthPlan of California,Solano-Napa-Yolo Commission on Medical Care.,,4665 Business Center Drive,Fairfield,CA,94534-1675,www.partnershiphp.org,Not-for-profit.,Government.,(707) 863-4100,,(707) 863-4117,MedImpact Healthcare Systems,,California.,,NO,NO,0,0,0,0,"349,687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,Central California Alliance for Health,Santa Cruz-Monterey-Merced Managed Medical Care Commission.,,"1600 Green Hills Road, Suite 101",Scotts Valley,CA,95066,www.ccah-alliance.org,Not-for-profit.,Government.,(831) 430-5500,(800) 700-3874,(831) 430-5852,MedImpact Healthcare Systems,Diplomat Specialty Pharmacy,California.,"Central California Alliance for Health, The Alliance, Central Coast Alliance for Health, Santa Cruz Monterey-Merced Managed Medical Care Commission, Santa Cruz County Health Options.",NO,NO,0,0,0,0,"225,152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,Fallon Community Health Plan (FCHP),,,10 Chestnut Street,Worcester,MA,01608,www.fchp.org,Not-for-profit.,Private.,(508) 799-2100,(800) 333-2535,(508) 831-1141,CVS/Caremark Rx,CVS/Caremark Rx,Massachusetts.,"Fallon Health and Life Assurance Company, Inc.; Summit Elder Care; NaviCare; Fallon Total Care (FTC).",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"189,916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,University Physicians Health Plans,Maricopa Integrated Health System.,101,2701 East Elvira Road,Tucson,AZ,85756,www.ufcaz.com,Not-for-profit.,Private.,(800) 582-8686,,(866) 210-0512,Express Scripts,,Arizona.,University Family Care (UFC); University of Arizona Health Plans.,YES,NO,0,0,0,"98,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
736,Driscoll Health Plan,,,"615 North Upper Broadway, Suite 1621",Corpus Christi,TX,78401-0764,www.driscollhealthplan.com,Not-for-profit.,Private.,(877) 324-7543,,,Navitus Health Solutions,CVS/Caremark Rx,Texas.,Driscoll Children’s Health Plan.,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,786",0,0,0,0,0,0,0,0,
1332,Coventry Health and Life Insurance Company,"Aetna, Inc.",9,6705 Rockledge Drive,Bethesda,MD,20817,www.coventryhealthcare.com,For-profit.,Public.,(301) 581-0600,,,Express Scripts,Aetna Specialty Pharmacy,Nationwide.,"Altius Health Plans in Utah, Idaho, Wyoming, and Colorado; Carelink Health Plans in West Virginia; First Health Network; Group Health Plan in Illinois and Missouri; HealthAmerica of Pennsylvania, Inc./HealthAssurance Pennsylvania in Ohio and Pennsylvania; HealthCare USA of Missouri; OmniCare Health Plan in Michigan; PersonalCare in Illinois; Preferred Health Systems/Preferred Plus of Kansas and MHP, Inc., aka Mercy Health Plans, Premier Health Plans, Mercy Health Plans of Missouri, Children's Mercy's Family Health Partners in Missouri; Southern Health Services in Virginia; Summit Health Plan in New Jersey, New York, Oregon, Pennsylvania, Puerto Rico, South Carolina, Tennessee and Texas; Vista Healthplans in Florida; and WellPath Community Health Plans in North and South Carolina as well as CHCcares of South Carolina, The Diamond Plan.",NO,NO,"7,019",561,"19,464","10,297","14,550","7,705","1,814","4,656","20,071","305,899","238,266",366,"71,297","8,540","153,809","7,792","250,567","255,060","71,114","3,112","2,266","45,867","48,871","3,484","7,455","996,698","2,136","179,522","1,078","192,247","1,887","7,182","2,388","14,142","7,278","31,639","36,335","4,182","476,337",526,"44,873","8,929","17,110","31,962","177,865","141,306",772,"5,191","5,027","94,564","3,956",56,"21,323"
134,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente.,26,"One Kaiser Plaza, 300 Lakeside Drive",Oakland,CA,94612,www.kp.org,Not-for-profit.,Private.,(800) 464-4000,,(510) 271-6493,"MedImpact Healthcare Systems, Catamaran Corporation",,"California, plus Medicare Advantage plans in other states.",Kaiser Foundation Health Plan-Southern California; Kaiser Foundation Health Plan-Northern California.,NO,NO,0,0,0,766,"7,091,140",119,0,0,0,76,44,343,0,85,26,0,0,0,15,0,0,0,14,0,0,0,0,12,0,0,0,0,19,935,29,20,13,415,0,0,0,69,0,272,69,19,0,295,0,0,0,0,0
1027,CenterLight Healthcare,"CenterLight Health System, Inc.",,2401 White Plains Road,Bronx,NY,10467,www.centerlighthealthcare.org,Not-for-profit.,Private.,(877) 226-8500,(718) 515-8600,(718) 515-5253,,,New York.,formerly Comprehensive Care Management (CCM); CenterLight Healthcare Select.,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,"Fidelis Care, Inc.",,,95-25 Queens Boulevard,Rego Park,NY,11374,www.fideliscare.org,Not-for-profit.,Private.,(718) 896-6500,(888) 343-3547,(718) 896-1920,,,New York.,"New York State Catholic Health Plan, Fidelis Care New York, Fidelis Care at Home.",NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"918,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,"Preferred Medical Plan, Inc.",,,4950 Southwest 8th Street,Coral Gables,FL,33134,www.pmphmo.com,For-profit.,Private.,(305) 447-8373,(800) 767-5551,(305) 445-4581,MedImpact Healthcare Systems,,Florida.,,NO,NO,0,0,0,0,0,0,0,0,0,"39,942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
805,Moda Health,,,601 Southwest 2nd Avenue; P.O. Box 40384,Portland,OR,97204-0384,www.odscompanies.com,For-profit.,Private.,(503) 228-6554,(877) 605-3229,(503) 948-5558,MedImpact Healthcare Systems,"Walgreens Specialty Pharmacy, Express Scripts","Alaska, Oregon, Washington.","Formerly ODS Health Plans, Eastern Oregon CCO.",NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"311,903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
843,"Care1st Health Plan Arizona, Inc.",Care1st Health Plan.,18,"2355 East Camelback Road, Suite 300",Phoenix,AZ,85016,www.care1st.com/az,For-profit.,Private.,(602) 778-1800,(866) 560-4042,(602) 778-1863,MedImpact Healthcare Systems,,Arizona (Maricopa and Pima Counties).,,NO,NO,0,0,0,"69,329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398,BlueCross BlueShield of South Carolina,,,1-20 at Alpine Road,Columbia,SC,29219,"www.SouthCarolinaBlues.com, www.BlueChoiceSC.com",For-profit,Mutual company.,(803) 788-0222,,,CVS/Caremark Rx,Accredo (fka CuraScript Specialty Pharmacy),South Carolina.,"Companion HealthCare Corporation, now BlueChoice HealthPlan of South Carolina, is the licensed HMO subsidiary of Blue Cross and Blue Shield of South Carolina; InStil Health Insurance Company.",NO,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"662,023",0,0,0,0,0,0,0,0,0,0,0,
563,"Kern Health Systems, Inc.",County Health Authority.,,9700 Stockdale Highway,Bakersfield,CA,93311,www.kernhealthsystems.com,Not-for-profit.,Private.,(661) 664-5000,,,Argus Health Systems,,"Kern County, California.",Kern Family Health Care.,NO,NO,0,0,0,0,"133,150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
564,LA Care Health Plan,,,"1055 West 7th Street, 10th Floor",Los Angeles,CA,90017,www.lacare.org,Not-for-profit.,Government.,(213) 694-1250,(888) 839-9909,(213) 694-1246,MedImpact Healthcare Systems,,California.,"Local Initiative Health Authority for LA County, dba LA Care Health Plan.",NO,NO,0,0,0,0,"1,168,224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
569,CenCal Health,,,4050 Calle Real,Santa Barbara,CA,93110,www.cencalhealth.org,Not-for-profit.,Government.,(805) 685-9525,(800) 421-2560,(805) 692-1684,MedImpact Healthcare Systems,,California.,"fka Santa Barbara Regional Health Authority, aka San Luis Obispo Regional Health Authority.",NO,NO,0,0,0,0,"111,203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
820,"Community Care Health Plan, Inc.",,,205 Bishops Way,Brookfield,WI,53005,www.communitycareinc.org,Not-for-profit.,Private.,(414) 231-4000,(866) 992-6600,(262) 827-4044,PharmaStar,,Wisconsin.,"Community Care, Inc.; Family Care.",NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,856",0,0,0,
