mco_id,mco_name,mco_owner,owner_id,address,city,state_abbreviation,zip,url,profit_status,private_public,telephone_one,telephone_two,fax,contracted_pbm,contracted_sp_vendor,service_areas,aliases,provider_sponsored,blues,al,ak,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,me,mi,md,mn,ms,mo,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy,pr,foreign
34,MVP Health Care,"MVP Health Care, Inc.",,625 State Street,Schenectady,NY,12305,www.DiscoverMVP.com,Not-for-profit.,Private.,518-370-4793,888-687-6277,518-370-0852,Express Scripts,Express Scripts (Curascript),"New Hampshire, New York, Vermont, plus Medicare Advantage plans in other states.","Formerly MVP Health Plan; Hudson Health Plan, Rochester Area HMO/Preferred Care, Mohawk Valley Physicians Health Plan, Preferred Gold.",NO,NO,160,3,37,248,801,1617,1692,6,69,1801,1773,7,85,24,485,151,42,77,52,2272,277,180,261,455,18,143,20,602,1,30,6743,1448,23,103,543991,1248,123,771,1999,98,440,16,225,946,105,299,38626,122,126,13,14,7,10
39,"Health Plan of the Upper Ohio Valley, Inc.",The Health Plan of the Upper Ohio Valley.,,52160 National Road East,St. Clairsville,OH,43950,www.healthplan.org,Not-for-profit,Private.,740-695-3585,800-624-6961,740-695-5297,Express Scripts (Medco),"Express Scripts/Medco), Specialty Scripts Pharmacy",Ohio and West Virginia.,"THP Insurance Company; Hometown Health Plan; The Health Plan; Health Plan SecureChoice, Mountain Health Trust.",NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35998,0,0,0,0,0,0,0,0,0,0,0,0,0,72168,0,0,
45,"Kaiser Foundation Health Plan of Georgia, Inc.",Kaiser Permanente.,26,"3495 Piedmont Road, NE",Atlanta,GA,30305,www.kp.org,Not-for-profit.,Private.,404-364-7243,404-261-2590,404-812-6530,Kaiser Permanente owned and managed pharmacies,MedImpact Healthcare Systems,Georgia.,"Senior Advantage, Multi Choice, Signature HMO.",NO,NO,0,0,0,0,0,0,0,0,0,0,229138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Kaiser Foundation Health Plan, Inc.",26,2101 East Jefferson Street,Rockville,MD,20852,www.kp.org,Not-for-profit.,Private.,301-816-2424,301-468-6000,,MedImpact Healthcare Systems,,"District of Columbia, Maryland, Virginia.","Kaiser-Georgetown Community Health Plan, Inc.; Kaiser Permanente; KP Medicare Plus; KP Signature.",NO,NO,0,0,0,0,0,0,0,49434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186002,0,0,0,0,0,0,
52,"Kaiser Foundation Health Plan of Colorado, Inc.",Kaiser Permanente.,26,10350 East Dakota Avenue,Denver,CO,80247,www.kp.org,Not-for-profit.,Private.,,303-338-3800,303-344-7277,,,Colorado.,,NO,NO,0,0,0,0,0,501227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,Rocky Mountain Health Plans (RMHP),Rocky Mountain Health Management Corporation (RMHMC).,,"2775 Crossroads Boulevard, P.O. Box 10600",Grand Junction,CO,81502-5600,www.rmhp.org,Not-for-profit.,Private.,970-244-7760,800-843-0719,970-244-7880,Express Scripts,"US BioServices, US Specialty, Express Scripts (Curascript)",Colorado.,Rocky Mountain HMO; Rocky Mountain HealthCare Options; CNIC Health Solutions.,NO,NO,0,0,0,0,0,192876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,"Kaiser Foundation Health Plan of the Northwest, Inc.",Kaiser Permanente.,26,"500 NE Multnomah, Suite 100",Portland,OR,97232,www.kp.org,Not-for-profit.,Private.,503-813-2800,,503-813-4967,"MedImpact Healthcare Systems, Catamaran Corporation",,"Oregon, Washington, plus Medicare Advantage plans in other states.",Includes Kaiser Permanente Health Alternatives (KPHA Health Plans).,NO,NO,0,0,0,35,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449912,0,0,0,0,0,0,0,0,0,20784,0,0,0,0,
67,Providence Health Plan,Providence Health & Services.,,P.O. Box 4327,Portland,OR,97208-4327,www.providence.org/healthplans,Not-for-profit.,Private.,503-574-7500,503-574-7550,503-574-7543,Providence Health Plan,Providence Specialty Pharmacy Services,"Alaska, Oregon, Washington.",Providence ElderPACE.,YES,NO,67,6730,53,183,6717,140,32,32,7,203,101,20,28,3137,113,52,22,195,15,61,9,52,44,98,23,49,286,177,3,12,42,60,53,125,108,64,22,327330,78,14,81,2,105,270,186,5,80,46972,42,11,3,0,
69,SelectHealth,Intermountain Healthcare.,,5381 Green Street,Murray,UT,84123,www.selecthealth.org,Not-for-profit.,Private.,801-442-5500,800-538-5038,801-442-6510,SelectHealth Prescriptions,,"Idaho, Utah.","Formerly IHC Health Plans, Inc.; SelectAccess; SelectHealth Community Care.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,31322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614583,0,0,0,0,0,0,0,
70,Regence BlueCross BlueShield of Utah,Cambia Health Solutions.,7,2890 East Cottonwood Parkway,Salt Lake City,UT,84121,www.ut.regence.com,Not-for-profit.,Private.,801-333-2000,888-344-5593,,RegenceRx,Walgreens Specialty Pharmacy,Utah.,,NO,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326061,0,0,0,0,0,0,0,
73,Group Health Cooperative,Group Health Cooperative.,73,320 Westlake Avenue North,Seattle,WA,98109,www.ghc.org,Not-for-profit.,Private.,206-448-4140,206-446-5600,206-448-4271,MedImpact Healthcare Systems,,Washington.,Group Health Options.,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585520,0,0,0,0,
74,Regence BlueShield,Cambia Health Solutions.,7,"1800 9th Avenue, P.O. Box 21267",Seattle,WA,98101,www.wa.regence.com,Not-for-profit.,Private.,206-464-3600,888-344-5593,,RegenceRx,Walgreens Specialty Pharmacy,Washington.,,NO,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770512,0,0,0,0,
75,Premera Blue Cross,"Premera, Inc.",37,"7001 220th Street, SW",Mountlake Terrace,WA,98043,www.premera.com,Not-for-profit.,Private.,425-918-4000,,,Express Scripts (Medco),"Walgreens Specialty Pharmacy, Express Scripts (Medco/Accredo Health Group)","Alaska, Washington.",,NO,YES,0,99669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531083,0,0,0,0,
82,Colorado Access,Colorado Access.,,"10065 East Harvard Avenue, Suite 600",Denver,CO,80231,www.coaccess.com,Not-for-profit.,Private.,720-744-5100,303-751-2657,303-751-9048,Navitus Health Solutions,Navitus Health Solutions,Colorado.,"Colorado Access Advantage, New Health Ventures.",YES,NO,0,0,0,0,0,51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,CareOregon,,,"315 SW Fifth Avenue, Suite 900",Portland,OR,97204,www.careoregon.org,Not-for-profit.,Private.,503-416-4100,,503-416-3720,Catamaran Corporation,,Oregon.,"CareOregon Advantage, Columbia Pacific CCO, Jackson Care Connect CCO.",NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,FamilyCare Health Plans,"FamilyCare, Inc.",,"825 Northeast Multnomah, Suite 300",Portland,OR,97232,www.familycareinc.org,Not-for-profit.,Private.,503-222-3205,,503-222-2392,CVS/Caremark Rx,,Oregon.,,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,Tuality Health Alliance,Tuality Healthcare.,,335 Southeast 8th Avenue,Hillsboro,OR,97123,www.tualityhealthalliance.org,Not-for-profit.,Private.,603-681-1817,503-844-8104,503-681-1981,"Express Scripts, CVS/Caremark Rx","Express Scripts, CVS/Caremark Rx",Oregon.,"Select-Plus, Oregon Health Plan, Tuality Healthcare Plans, First Choice Health.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,Community Health Plan of Washington (CHPW),Community Health Network of Washington.,,"720 Olive Way, Suite 300",Seattle,WA,98101,www.chpw.org,Not-for-profit.,Private.,206-521-8833,800-440-1561,206-521-8834,Express Scripts,,Washington.,Community HealthFirst; Community HealthEssentials; Washington Apple Health (formerly Healthy Options); S Medical; Washington Health Program.,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299649,0,0,0,0,0
95,"Hometown Health Plan, Inc.",Renown Health (fka Washoe Health System).,,830 Harvard Way,Reno,NV,89502,www.hometownhealth.com,Not-for-profit.,Private.,775-982-3232,800-336-0123,775-982-3741,Express Scripts,,Nevada.,"Senior Care Plus, Hometown Health Providers Insurance Company.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,Physicians Plus Insurance Corporation,Owned by Meriter Health Services and local physician investors.,,"2650 Novation Parkway, Suite 400",Madison,WI,53713,www.pplusic.com,For-profit.,Private.,608-282-8900,,608-327-0321,,"Walgreens Specialty Pharmacy, Meriter Outpatient Pharmacy",Wisconsin.,,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82280,0,0,0,
103,Denver Health Medical Plan,Denver Health and Hospital Authority.,,"777 Bannock Street, MC 6000",Denver,CO,80204,www.denverhealthmedicalplan.com,Not-for-profit.,Private.,303-602-2100,800-700-8140,303-602-2096,MedImpact Healthcare Systems,,Colorado.,,NO,NO,0,0,0,0,0,71599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,Colorado Choice Health Plans,,,"700 Main Street, Suite 100",Alamosa,CO,81101,www.cochoice.com,Not-for-profit.,Private.,719-589-3696,800-475-8466,719-589-4901,"Prescription Solutions, WellDyne Rx, Catamaran Corporation",,Colorado.,,NO,NO,0,0,0,0,0,10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,"ConnectiCare, Inc.","EmblemHealth, Inc.",13,175 Scott Swamp Road,Farmington,CT,06032,www.connecticare.com,For-profit.,Private.,860-674-5700,800-251-7722,860-674-5728,Express Scripts,"Express Scripts (Curascript), Walgreens Specialty Pharmacy, ICORE Healthcare","Connecticut, Massachusetts.","ConnectiCare Insurance Company, Inc.",NO,NO,5,0,0,17,37,11,216344,8,3,203,20,0,3,0,13,6,0,9,6,3371,64,21,37,3,12,11,0,35,0,0,95,65,3,3,1138,31,4,7,49,248,38,0,29,58,3,37,20,19,4,4,2,4,
126,Blue Cross and Blue Shield of North Carolina,,,P.O. Box 2291,Durham,NC,27702,www.bcbsnc.com,Not-for-profit.,Private.,919-489-7431,877-258-3334,919-765-4459,Prime Therapeutics,Express Scripts (Curascript),North Carolina.,Partners National Health Plan of North Carolina.,NO,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,Lovelace Health Plan,Ardent Health Services.,,"4101 Indian School NE, Suite 110 South, Altrura Office Complex",Albuquerque,NM,87110,www.lovelacehealthplan.com,For-profit.,Private.,505-727-5683,800-808-7363,808-727-5557,Internal,Specialty Pharmacy of Lovelace Health System,"New Mexico, Oklahoma.","Lovelace Insurance Company, Lovelace Health System.",YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108628,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,"Viva Health, Inc.","Triton Health Systems, LLC.",,"417 20th Street North, Suite 1100",Birmingham,AL,35203,www.vivahealth.com,Not-for-profit,Private.,205-918-2067,800-294-7780,205-939-1748,CVS/Caremark Rx,,Alabama.,,YES,NO,93187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,"HMO Partners, Inc.","Baptist Health, Inc. and USAble Corporation, a subsidiary of Arkansas BlueCross BlueShield.",95,P.O. Box 8069,Little Rock,AR,72203,www.healthadvantage-hmo.com,For-profit.,Private.,501-221-1800,800-843-1329,501-221-7103,CVS/Caremark Rx,CVS/Caremark Rx,Arkansas.,Health Advantage.,YES,NO,0,0,229376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente.,26,"One Kaiser Plaza, 300 Lakeside Drive",Oakland,CA,94612,www.kp.org,Not-for-profit.,Private.,800-464-4000,,510-271-6493,"MedImpact Healthcare Systems, Catamaran Corporation",,"California, plus Medicare Advantage plans in other states.",Kaiser Foundation Health Plan-Southern California; Kaiser Foundation Health Plan-Northern California.,NO,NO,0,0,0,766,7091140,119,0,0,0,76,44,343,0,85,26,0,0,0,15,0,0,0,14,0,0,0,0,12,0,0,0,0,19,935,29,20,13,415,0,0,0,69,0,272,69,19,0,295,0,0,0,0,0
136,Blue Shield of California,California Physicians' Service.,,50 Beale Street,San Francisco,CA,94105,www.blueshieldca.com,Not-for-profit.,Private.,415-229-5359,888-568-3560,415-229-6240,Blue Shield of California,"CVS/Caremark Rx, Walgreens Specialty Pharmacy (Outpatient Rx)",California.,California Physicians' Service.,NO,YES,0,0,0,0,2941465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,Sharp Health Plan,"Sharp HealthCare, Inc.",,"8520 Tech Way, Suite 200",San Diego,CA,92123,www.sharphealthplan.com,Not-for-profit.,Private.,858-499-8300,800-359-2002,,MedImpact Healthcare Systems,,California.,,YES,NO,0,0,0,0,70559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,Inland Empire Health Plan,,,P.O. Box 1800,Rancho Cucamonga,CA,91729-1800,www.iehp.org,Not-for-profit.,,909-890-2000,,909-890-2003,Argus Health Systems,,California.,,NO,NO,0,0,0,0,646052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,Community Health Group,,,740 Bay Boulevard,Chula Vista,CA,92021,www.chgsd.com,Not-for-profit.,Private.,619-422-0422,800-840-0089,619-422-5930,MedImpact Healthcare Systems,,California.,CommuniCare Advantage.,NO,NO,0,0,0,0,155736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,San Francisco Health Plan (SFHP),San Francisco Community Health Authority.,,"201 Third Street, 7th Floor",San Francisco,CA,94103,www.sfhp.org,Not-for-profit.,Government.,415-547-7818,415-547-7800,415-547-7826,Catamaran Corporation,,California.,"Healthy San Francisco, SF Path.",NO,NO,0,0,0,0,82901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,Santa Clara Family Health Plan,,,210 East Hacienda Avenue,Campbell,CA,95008-6617,www.scfhp.com,Not-for-profit.,Government.,408-376-2000,,,MedImpact Healthcare Systems,,California.,aka Healthy Workers.,NO,NO,0,0,0,0,155064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,Center for Elders Independence,"Nonprofit Public Benefit Corporation, 501(c) Board of Directors.",,"510 17th Street, Suite 400",Oakland,CA,94612,www.cei.elders.org,Not-for-profit.,Private.,510-433-1150,,510-452-8836,None,,California.,,NO,NO,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,Contra Costa Health Plan,Contra Costa Health Services.,,"595 Center Avenue, Suite 100",Martinez,CA,94553,http://cchealth.org/healthplan,Not-for-profit.,Private.,925-313-6000,877-661-6230,925-313-6002,PerformRx,,"Contra Costa County, California.",,YES,NO,0,0,0,0,123341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,Health Plan of San Mateo,San Mateo Health Commission.,,"701 Gateway Boulevard, Suite 400",South San Francisco,CA,94080,www.hpsm.org,Not-for-profit.,Government.,650-616-0050,,650-616-0060,Argus Health Systems,Argus Health Systems,California.,HPSM.,NO,NO,0,0,0,0,110742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,Chinese Community Health Plan,Chinese Hospital Association.,,"445 Grant Avenue, Suite 700",San Francisco,CA,94108,www.cchphmo.com,For-profit,Private.,415-955-8800,888-775-7888,415-955-8818,Navitus Health Solutions,,California.,,YES,NO,0,0,0,0,15208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,SCAN Health Plan,,,"3800 Kilroy Airport Way, Suite 100",Long Beach,CA,90806,www.scanhealthplan.com,Not-for-profit.,Private.,562-989-5100,,562-989-5200,Express Scripts,,"Arizona, California.",SCAN Health Plan Arizona.,NO,NO,0,0,0,12930,137187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,Inter Valley Health Plan,,,"300 South Park Avenue, P.O. Box 6002",Pomona,CA,91769-6002,www.ivhp.com,Not-for-profit.,Private.,909-623-6333,800-251-8191,909-620-1780,PTI/National Pharmaceutical Services,,California.,,YES,NO,0,0,0,0,20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,Western Health Advantage,"NorthBay Healthcare of Fairfield, Mercy Healthcare Sacramento and UC Davis Health System.",,"2349 Gateway Oaks Drive, Suite 100",Sacramento,CA,95833,www.westernhealth.com,Not-for-profit.,Private.,916-563-2250,888-563-2250,916-563-3182,Express Scripts (Medco),,California.,The Local Health Plan.,YES,NO,0,0,0,0,102422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,Gold Coast Health Plan,Ventura County Medi-Cal Managed Care Commission,,"2220 East Gonzales Road, Suite 200",Oxnard,CA,93030,www.goldcoasthealthplan.org,Not-for-profit.,Government.,805-981-5321,888-301-1228,805-981-5314,ScriptCare,,California.,Ventura County Medi-Cal Managed Care Commission dba Gold Coast Health Plan; fka Ventura County Health Care Plan.,NO,NO,0,0,0,0,135897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
