mco_id,mco_name,mco_owner,owner_id,address,city,state_abbreviation,zip,url,profit_status,private_public,telephone_one,telephone_two,fax,contracted_pbm,contracted_sp_vendor,service_areas,aliases,provider_sponsored,blues,al,ak,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,me,mi,md,mn,ms,mo,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy,pr,foreign
198,"Union Health Service, Inc.",,,1634 West Polk Street,Chicago,IL,60612,www.unionhealth.org,Not-for-profit.,Private.,(312) 423-4200,,(312) 423-4326,Catamaran Corporation,,Illinois.,,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,Contra Costa Health Plan,Contra Costa Health Services.,,"595 Center Avenue, Suite 100",Martinez,CA,94553,http://cchealth.org/healthplan,Not-for-profit.,Private.,(925) 313-6000,(877) 661-6230,(925) 313-6002,PerformRx,,"Contra Costa County, California.",,TRUE,FALSE,0,0,0,0,123341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1026,PACE CNY,Loretto Rest Realty Corporation.,,100 Malta Lane,North Syracuse,NY,13212,www.pacecny.org; www.loretto-cny.org,Not-for-profit,Private.,(315) 452-5800,,(315) 452-5739,,,New York.,Independent Living Services of Central New York.,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,SelectHealth,Intermountain Healthcare.,,5381 Green Street,Murray,UT,84123,www.selecthealth.org,Not-for-profit.,Private.,(801) 442-5500,(800) 538-5038,(801) 442-6510,SelectHealth Prescriptions,,"Idaho, Utah.","Formerly IHC Health Plans, Inc.; SelectAccess; SelectHealth Community Care.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,31322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614583,0,0,0,0,0,0,0,
70,Regence BlueCross BlueShield of Utah,Cambia Health Solutions.,7,2890 East Cottonwood Parkway,Salt Lake City,UT,84121,www.ut.regence.com,Not-for-profit.,Private.,(801) 333-2000,(888) 344-5593,,RegenceRx,Walgreens Specialty Pharmacy,Utah.,,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326061,0,0,0,0,0,0,0,
73,Group Health Cooperative,Group Health Cooperative.,73,320 Westlake Avenue North,Seattle,WA,98109,www.ghc.org,Not-for-profit.,Private.,(206) 448-4140,(206) 446-5600,(206) 448-4271,MedImpact Healthcare Systems,,Washington.,Group Health Options.,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585520,0,0,0,0,
206,"WellCare Health Plans, Inc.",WellCare Group of Companies.,,P.O. Box 31372,Tampa,FL,33634,www.wellcare.com,For-profit.,Public.,(813) 290-6200,(877) 817-2589,(877) 297-3112,Exactus Pharmacy Solutions,,"Arizona, California, Connecticut, Florida, Georgia, Hawaii, Illinois, Kentucky, Louisiana, Missouri, Nevada, New Jersey, New York, Ohio, South Carolina, Texas.","Desert Canyon Community Care, Easy Choice Health Plan, First Choice, Harmony Health Plan, HealthEase of Florida, Ohana Health Plan, Preferred One, Staywell, WellCare Health Insurance of Arizona, WellCare of Connecticut, WellCare of Florida, WellCare of Georgia, Wellcare Health Insurance of Illinois, WellCare of Louisiana, WellCare of Ohio, WellCare Health Insurance of New York, WellCare Health Plans of New Jersey, WellCare of Texas.",FALSE,FALSE,0,0,0,3736,55169,0,8028,0,0,469857,558344,44664,0,0,153552,0,0,289209,7899,0,0,0,0,0,0,104794,0,0,0,0,0,1373,0,24,135876,4831,0,0,0,0,46429,0,0,21982,0,0,0,0,0,0,0,0,
315,"Health Alliance Medical Plans, Inc.",Care Clinic Association.,,301 South Vine Street,Urbana,IL,61801,www.healthalliance.org,For-profit.,Private.,(800) 851-3379,,(217) 337-8093,"MedImpact Healthcare Systems, Catamaran Corporation",CVS/Caremark Rx,"Illinois, Iowa, Nebraska, Washington.","Health Alliance Midwest, Health Alliance Northwest, Health Alliance Connect.",TRUE,FALSE,25,2,47,104,94,46,4,1,0,221,52,1,2682,7,264612,1182,24,203,13,34,4,51,13,56,9,731,9,49,0,722,5,13,8,9,17,53,13,15,16,0,33,5,75,463,2,16,5,37,91,0,3,0,4
15,"AmeriHealth Insurance Company of New Jersey (AmeriHealth) and AmeriHealth HMO, Inc.",Independence Blue Cross.,25,"259 Prospect Plains Road, Building M",Cranbury,NJ,08512,www.amerihealth.com,Not-for-profit,Private.,(609) 662-2400,(800) 275-2583,,Catamaran Corporation (FutureScripts),Catamaran Corporation (FutureScripts),"Delaware, Maryland, New Jersey, Pennsylvania.","AmeriHealth Insurance Company of New Jersey and AmeriHealth HMO, Inc. AmeriHealth, Inc. is a subsidiary of Independence Blue Cross.",FALSE,FALSE,11,1,1,44,169,42,73,7,595,346,69,1,0,4,54,51,12,10,8,122,22,32,133,24,0,14,1,69,0,2,20,146191,0,2,1080,58,0,4,11374,24,41,0,32,104,1,105,10,42,11,16,1,0,
21,Health Choice Management Company,IASIS Healthcare.,,"410 North 44th Street, Suite 900",Phoenix,AZ,85008,www.healthchoiceaz.com,For-profit.,Private.,(480) 968-6866,(800) 322-8670,(480) 784-2933,Catamaran Corporation,BriovaRx,"Arizona, Utah.","Health Choice Generations; Health Choice Arizona, Inc.; Health Choice Insurance Co.; Health Choice Utah.",TRUE,FALSE,0,0,0,207400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,
187,"HIP, an EmblemHealth Company","EmblemHealth, Inc.",13,55 Water Street,New York,NY,10041,www.emblemhealth.com,Not-for-profit.,Private.,(646) 447-5000,(800) 447-8255,(646) 447-3223,Express Scripts,Express Scripts,"Florida, New Jersey, New York.","HIP Health Plan of New York, Vytra.",FALSE,FALSE,12,0,1,38,49,19,648,8,25,755,90,1,0,0,2,2,4,5,9,28,9,5,57,5,3,1,2,193,0,3,13,4421,3,45,725155,18,7,3,893,8,96,1,18,40,4,104,13,8,4,5,3,8,
545,Priority Health,Spectrum Health.,,"1231 East Beltline Avenue, NE",Grand Rapids,MI,49525,www.priorityhealth.com,Not-for-profit.,Private.,(800) 446-5674,(616) 464-8000,(616) 942-5651,Argus Health Systems,Diplomat Specialty Pharmacy,Michigan.,"Priority Health Government Programs, Physicians Health Plan of South Michigan.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,New West Health Services,New West Health Services.,,130 Neill Avenue,Helena,MT,59601,www.newwestmedical.com,Not-for-profit.,Private.,(800) 873-8049,(888) 873-8049,(406) 457-2299,MedImpact Healthcare Systems,,Montana.,dba New West Medicare.,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559,Care1st Health Plan,Care1st Health Plan.,18,601 Potrero Grande Drive,Monterey Park,CA,91755,www.care1st.com,For-profit.,Private.,(323) 889-6638,(800) 605-2556,(323) 889-6255,MedImpact Healthcare Systems,,California.,UHP Healthcare.,FALSE,FALSE,0,0,0,0,158023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1347,"Health Net, Inc.","Health Net, Inc.",,21650 Oxnard Street,Woodland Hills,CA,91367,www.healthnet.com,For-profit.,Public.,(818) 676-6000,(800) 291-6911,(818) 676-8591,CVS/Caremark Rx,,"Primarily Arizona, California, Oregon and parts of Washington. TRICARE North contract in 22 states and District of Columbia.","Health Net of Arizona, Health Net of California, Health Net Health Plan of Oregon, Health Net Federal Services, MHN, MHN Government Services.",FALSE,FALSE,0,0,0,156000,2197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1358,"Oaks, The",,,1000 Methodist Oaks Drive,Orangeburg,SC,29116,www.theoakssc.com; www.theoakspace.com,Not-for-profit,Private.,(803) 534-1212,,(803) 535-1540,,,South Carolina.,"Formerly the Methodist Oaks, The Oaks PACE.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,
1359,Aetna,Aetna Inc.,9,151 Farmington Avenue,Hartford,CT,06156,www.aetna.com,For-profit.,Public.,(860) 273-0123,(800) 872-3862,(860) 273-2062,Aetna Pharmacy Management,Aetna Specialty Pharmacy,Nationwide.,"Delaware Physician's Care, Innovation Health, Integral Quality Care, Prudential. New acquisitions are Genworth
Financial, Inc. and Prodigy Health Group.",FALSE,FALSE,49695,38689,54778,757001,1594426,220886,441324,322767,221350,1008353,536590,9005,65913,43425,528838,190727,105134,94840,116183,209336,143838,265482,366890,79242,74325,182764,20762,279959,54617,68623,45142,1118445,26152,137433,897969,694181,168096,100534,1152900,19149,115536,9358,208183,2436381,85382,520672,15514,283464,115300,61587,9716,0,"523,811"
617,Universal American Corporation-MA Division,Universal American Corp.,,4888 Loop Central Drive,Houston,TX,77081,www.universalamerican.com,For-profit.,Public.,(713) 965-9444,(866) 568-8921,,MemberHealth,,Nationwide.,"American Progressive Life and Health Insurance Co. of New York, Fresenius Medical Care Health Plan, Generations Healthcare, GlobalHealth Incorporated, Heritage Health Systems Inc., Marquette National Life Insurance Company, Pennsylvania Life Insurance Company, Pyramid Life Insurance Company, SelectCare Health Plans, SelectCare of Oklahoma, SelectCare of Texas, TexanPlus, TexasFirst Health Plans, Today's Options, Tribute.",FALSE,FALSE,0,0,722,348,331,0,0,0,0,16,1503,0,288,113,637,5127,106,717,348,22,1494,0,1523,0,1703,305,171,4570,21,132,163,0,0,97,31902,161,6678,0,6059,0,674,0,0,56750,0,5629,226,42,1436,0,0,0,
646,AltaMed Senior Buenacare,AltaMed Health Services Corporation.,,5425 East Pomona Boulevard,Los Angeles,CA,90022,www.altamed.org,Not-for-profit.,Private.,(323) 728-0411,,(323) 728-1535,PharMedQuest (consulting on Rx benefit),,California.,,FALSE,FALSE,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
764,South Country Health Alliance,,,110 West Fremont Street,Owatonna,MN,55060,www.mnscha.org,Not-for-profit.,Government.,(507) 444-7770,(866) 567-7242,(507) 444-7774,PerformRx,PerformRx,Minnesota.,,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,Alameda Alliance for Health,,,1240 South Loop Road,Alameda,CA,94502,www.alamedaalliance.org OR www.alliancecompletecare.org,Not-for-profit.,Government.,(510) 747-4500,,(855) 891-7170,MedImpact Healthcare Systems,Bioscrip,California.,"Alameda CompleteCare, Alliance CompleteCare.",FALSE,FALSE,0,0,0,0,163229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,Partnership HealthPlan of California,Solano-Napa-Yolo Commission on Medical Care.,,4665 Business Center Drive,Fairfield,CA,94534-1675,www.partnershiphp.org,Not-for-profit.,Government.,(707) 863-4100,,(707) 863-4117,MedImpact Healthcare Systems,,California.,,FALSE,FALSE,0,0,0,0,349687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,AvMed,Santa Fe HealthCare.,,9400 South Dadeland Boulevard,Miami,FL,33156,www.avmed.org,Not-for-profit.,Private.,(305) 671-5437,(800) 882-8633,(305) 671-6103,"Catamaran Corporation, Express Scripts (Medco)",,Florida.,,FALSE,FALSE,0,0,0,0,0,0,0,0,0,297439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Fallon Community Health Plan (FCHP),,,10 Chestnut Street,Worcester,MA,01608,www.fchp.org,Not-for-profit.,Private.,(508) 799-2100,(800) 333-2535,(508) 831-1141,CVS/Caremark Rx,CVS/Caremark Rx,Massachusetts.,"Fallon Health and Life Assurance Company, Inc.; Summit Elder Care; NaviCare; Fallon Total Care (FTC).",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
728,Capital BlueCross,,,2500 Elmerton Avenue,Harrisburg,PA,17177,www.capbluecross.com,Not-for-profit.,Private.,(800) 962-2242,,(717) 541-6915,CVS/Caremark Rx,Express Scripts (Curascript),Pennsylvania.,"Keystone Health Plan Central, Capital Advantage Insurance Company, Avalon Insurance Company.",FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Riverside PACE,"Riverside Retirement Services, Inc.",,439 Oriana Road,Newport News,VA,23602,www.riversideonline.com/pace,Not-for-profit,Private.,(757) 234-8100,,,,,Virginia.,"PACE Hampton, PACE Petersburg, PACE Manchester-Richmond, PACE MacTavish-Richmond.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,
1330,Union Medical Center,,,1649 West Adams Street,Chicago,IL,60612,,,Private.,(312) 829-1134,,(312) 826-4526,,,Illinois.,,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1332,Coventry Health and Life Insurance Company,"Aetna, Inc.",9,6705 Rockledge Drive,Bethesda,MD,20817,www.coventryhealthcare.com,For-profit.,Public.,(301) 581-0600,,,Express Scripts,Aetna Specialty Pharmacy,Nationwide.,"Altius Health Plans in Utah, Idaho, Wyoming, and Colorado; Carelink Health Plans in West Virginia; First Health Network; Group Health Plan in Illinois and Missouri; HealthAmerica of Pennsylvania, Inc./HealthAssurance Pennsylvania in Ohio and Pennsylvania; HealthCare USA of Missouri; OmniCare Health Plan in Michigan; PersonalCare in Illinois; Preferred Health Systems/Preferred Plus of Kansas and MHP, Inc., aka Mercy Health Plans, Premier Health Plans, Mercy Health Plans of Missouri, Children's Mercy's Family Health Partners in Missouri; Southern Health Services in Virginia; Summit Health Plan in New Jersey, New York, Oregon, Pennsylvania, Puerto Rico, South Carolina, Tennessee and Texas; Vista Healthplans in Florida; and WellPath Community Health Plans in North and South Carolina as well as CHCcares of South Carolina, The Diamond Plan.",FALSE,FALSE,7019,561,19464,10297,14550,7705,1814,4656,20071,305899,238266,366,71297,8540,153809,7792,250567,255060,71114,3112,2266,45867,48871,3484,7455,996698,2136,179522,1078,192247,1887,7182,2388,14142,7278,31639,36335,4182,476337,526,44873,8929,17110,31962,177865,141306,772,5191,5027,94564,3956,56,"21,323"
1346,PACE Baton Rouge,Franciscan Missionaries of Our Lady Health System.,,7436 Bishop Ott Drive,Baton Rouge,LA,70806,www.fmolhs.org/PACE.htm,Not-for-profit,Private.,(225) 490-0604,,(225) 490-0354,,,Louisiana.,Franciscan PACE.,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,Lovelace Health Plan,Ardent Health Services.,,"4101 Indian School NE, Suite 110 South, Altrura Office Complex",Albuquerque,NM,87110,www.lovelacehealthplan.com,For-profit.,Private.,(505) 727-5683,(800) 808-7363,(808) 727-5557,Internal,Specialty Pharmacy of Lovelace Health System,"New Mexico, Oklahoma.","Lovelace Insurance Company, Lovelace Health System.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108628,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,"Viva Health, Inc.","Triton Health Systems, LLC.",,"417 20th Street North, Suite 1100",Birmingham,AL,35203,www.vivahealth.com,Not-for-profit,Private.,(205) 918-2067,(800) 294-7780,(205) 939-1748,CVS/Caremark Rx,,Alabama.,,TRUE,FALSE,93187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente.,26,"One Kaiser Plaza, 300 Lakeside Drive",Oakland,CA,94612,www.kp.org,Not-for-profit.,Private.,(800) 464-4000,,(510) 271-6493,"MedImpact Healthcare Systems, Catamaran Corporation",,"California, plus Medicare Advantage plans in other states.",Kaiser Foundation Health Plan-Southern California; Kaiser Foundation Health Plan-Northern California.,FALSE,FALSE,0,0,0,766,7091140,119,0,0,0,76,44,343,0,85,26,0,0,0,15,0,0,0,14,0,0,0,0,12,0,0,0,0,19,935,29,20,13,415,0,0,0,69,0,272,69,19,0,295,0,0,0,0,0
1027,CenterLight Healthcare,"CenterLight Health System, Inc.",,2401 White Plains Road,Bronx,NY,10467,www.centerlighthealthcare.org,Not-for-profit.,Private.,(877) 226-8500,(718) 515-8600,(718) 515-5253,,,New York.,formerly Comprehensive Care Management (CCM); CenterLight Healthcare Select.,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1028,Independent Living for Seniors,Rochester General Health System.,,2066 Hudson Avenue,Rochester,NY,14617,www.independentlivingforseniors.org,Not-for-profit.,Private.,(585) 922-2831,(800) 896-0211,(585) 922-2864,,,New York.,,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1029,Community LIFE,"Jewish Association on Aging, Presbyterian Senior Care and UPMC.",92,"2400 Ardmore Boulevard, Suite 700",Pittsburgh,PA,15221,www.commlife.org,Not-for-profit.,Private.,(412) 436-1320,(866) 419-1693,(412) 664-5078,,,Pennsylvania.,"Pittsburgh Care Partnership, Inc.",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,
1030,Florida PACE Centers (FPC),Miami Jewish Health Systems.,,5200 Northeast 2nd Avenue,Miami,FL,33137,www.miamijewishhealthsystems.org/home-and-community-care/program-of-all-inclusive-care-for-the-elderly-pace,Not-for-profit.,Private.,(305) 751-7223,(855) 737-7223,(305) 795-8420,,,Florida.,,TRUE,FALSE,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,InnovAge,"Total Community Options, Inc.",,8950 East Lowry Boulevard,Denver,CO,80230,www.myinnovage.org,Not-for-profit.,Private.,(855) 487-6768,,(303) 996-1600,,,"Colorado, New Mexico.",Total Community Options (dba InnovAge Greater Colorado PACE); Total Community Care (dba InnovAge Greater New Mexico PACE).,TRUE,FALSE,0,0,0,0,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,"Fidelis Care, Inc.",,,95-25 Queens Boulevard,Rego Park,NY,11374,www.fideliscare.org,Not-for-profit.,Private.,(718) 896-6500,(888) 343-3547,(718) 896-1920,,,New York.,"New York State Catholic Health Plan, Fidelis Care New York, Fidelis Care at Home.",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
