mco_id,mco_name,mco_owner,owner_id,address,city,state_abbreviation,zip,url,profit_status,private_public,telephone_one,telephone_two,fax,contracted_pbm,contracted_sp_vendor,service_areas,aliases,blues,al,ak,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,me,mi,md,mn,ms,mo,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy,pr,foreign
378,"HealthPartners, Inc.",,,8170 33rd Avenue S,Minneapolis,MN,55425,www.healthpartners.com,Not-for-profit.,Private.,(952) 883-6000,(952) 883-5000,,MedImpact Healthcare Systems,CVS/Caremark Rx,"Minnesota, Wisconsin.","HealthPartners Insurance Company, Inc., Group Health Plan",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33769,0,0,0,
934,"Alliant Health Plans, Inc.","Health One Alliance, Inc.",,"600 TownPark Lane NW, Suite LL-1000",Kennesaw,GA,30144,www.alliantplans.com,Not-for-profit.,Private.,(877) 668-1015,(800) 811-4793,(770) 499-9876,Catamaran Corporation,Diplomat Specialty Pharmacy,Georgia.,,NO,0,0,0,0,0,0,0,0,0,0,24076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
938,Lifewise Health Plan of Washington,"Premera, Inc.",37,"7001 220th Street, SW",Mountlake Terrace,WA,98043,www.lifewisewa.com,Not-for-profit.,Private.,(425) 918-4022,(800) 842-5357,(888) 260-9836,Express Scripts (Medco),"Walgreens Specialty Pharmacy, Express Scripts (Medco/Accredo Health Group)",Washington.,,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100857,0,0,0,0,
776,Highmark Blue Cross Blue Shield West Virginia,"Highmark, Inc.",6,614 Market Street,Parkersburg,WV,26102,www.highmarkbcbswv.com,Not-for-profit.,Private.,,(800) 982-2583,(304) 424-9842,Express Scripts (Medco),Walgreens Specialty Pharmacy (Medmark),"West Virginia, plus Washington County, Ohio.","Formerly Mountain State Blue Cross Blue Shield; aka Highmark West Virginia, Inc., Highmark Blue Shield.",YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280945,0,0,
1608,Allegiance Life & Health,,,2806 South Garfield Street; P.O. Box 3507,Missoula,MT,59806-3507,www.allegiancelifeandhealth.com,For-profit,Private.,(406) 523-3122,(800) 737-3137,(406) 523-3191,Cigna Pharmacy Management,"Cigna Specialty Pharmacy Services, Accredo Health Group",Montana.,,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,Boston Medical Center HealthNet Plan,"Boston Medical Center Health Plan, Inc. (BMCHP)",112,"2 Copley Place, Suite 600",Boston,MA,02116,www.bmchp.org,Not-for-profit.,Private.,(617) 748-6000,(800) 792-4355,(617) 748-6316,EnvisionRx,,Massachusetts.,BMC HealthNet Plan.,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Union Health Service, Inc.",,,1634 West Polk Street,Chicago,IL,60612,www.unionhealth.org,Not-for-profit.,Private.,(312) 423-4200,,(312) 423-4326,Catamaran Corporation,,Illinois.,,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,Contra Costa Health Plan,Contra Costa Health Services.,,"595 Center Avenue, Suite 100",Martinez,CA,94553,http://cchealth.org/healthplan,Not-for-profit.,Private.,(925) 313-6000,(877) 661-6230,(925) 313-6002,PerformRx,,"Contra Costa County, California.",,NO,0,0,0,0,123341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,SelectHealth,Intermountain Healthcare.,,5381 Green Street,Murray,UT,84123,www.selecthealth.org,Not-for-profit.,Private.,(801) 442-5500,(800) 538-5038,(801) 442-6510,SelectHealth Prescriptions,,"Idaho, Utah.","Formerly IHC Health Plans, Inc.; SelectAccess; SelectHealth Community Care.",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,31322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614583,0,0,0,0,0,0,0,
70,Regence BlueCross BlueShield of Utah,Cambia Health Solutions.,7,2890 East Cottonwood Parkway,Salt Lake City,UT,84121,www.ut.regence.com,Not-for-profit.,Private.,(801) 333-2000,(888) 344-5593,,RegenceRx,Walgreens Specialty Pharmacy,Utah.,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326061,0,0,0,0,0,0,0,
73,Group Health Cooperative,Group Health Cooperative.,73,320 Westlake Avenue North,Seattle,WA,98109,www.ghc.org,Not-for-profit.,Private.,(206) 448-4140,(206) 446-5600,(206) 448-4271,MedImpact Healthcare Systems,,Washington.,Group Health Options.,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585520,0,0,0,0,
1697,MediExcel Health Plan,,,"750 Medical Center Court, Suite 2",Chula Vista,CA,91911,http://mediexcelhp.com,Not-for-profit.,Private.,(619) 365-4346,(855) 633-4392,,,,California.,,NO,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1363,Hawaii Medical Assurance Association (HMAA),,,"737 Bishop Street, Suite 1200",Honolulu,HI,96813,www.hmaa.com,Not-for-profit,Mutual company.,(808) 591-0088,(800) 621-6998,(808) 591-0463,Restat (a Catamaran Corporation),,Hawaii.,"Summerlin Life and Health Insurance Company, Hawaii Management Alliance.",NO,0,0,0,0,0,0,0,0,0,0,0,39442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,"Health Alliance Medical Plans, Inc.",Care Clinic Association.,,301 South Vine Street,Urbana,IL,61801,www.healthalliance.org,For-profit.,Private.,(800) 851-3379,,(217) 337-8093,"MedImpact Healthcare Systems, Catamaran Corporation",CVS/Caremark Rx,"Illinois, Iowa, Nebraska, Washington.","Health Alliance Midwest, Health Alliance Northwest, Health Alliance Connect.",NO,25,2,47,104,94,46,4,1,0,221,52,1,2682,7,264612,1182,24,203,13,34,4,51,13,56,9,731,9,49,0,722,5,13,8,9,17,53,13,15,16,0,33,5,75,463,2,16,5,37,91,0,3,0,4
15,"AmeriHealth Insurance Company of New Jersey (AmeriHealth) and AmeriHealth HMO, Inc.",Independence Blue Cross.,25,"259 Prospect Plains Road, Building M",Cranbury,NJ,08512,www.amerihealth.com,Not-for-profit,Private.,(609) 662-2400,(800) 275-2583,,Catamaran Corporation (FutureScripts),Catamaran Corporation (FutureScripts),"Delaware, Maryland, New Jersey, Pennsylvania.","AmeriHealth Insurance Company of New Jersey and AmeriHealth HMO, Inc. AmeriHealth, Inc. is a subsidiary of Independence Blue Cross.",NO,11,1,1,44,169,42,73,7,595,346,69,1,0,4,54,51,12,10,8,122,22,32,133,24,0,14,1,69,0,2,20,146191,0,2,1080,58,0,4,11374,24,41,0,32,104,1,105,10,42,11,16,1,0,
186,PreferredOne,"Fairview Health Services, North Memorial Health Care and PreferredOne Physician Associates.",,6105 Golden Hills Drive,Golden Valley,MN,55416,www.preferredone.com,For-profit.,Private.,(763) 847-4000,(800) 940-5049,(763) 847-4010,Clearscript,Clearscript,Minnesota.,"PreferredOne Community Health Plan, PreferredOne Insurance Co., PreferredOne Administrative Services.",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"HIP, an EmblemHealth Company","EmblemHealth, Inc.",13,55 Water Street,New York,NY,10041,www.emblemhealth.com,Not-for-profit.,Private.,(646) 447-5000,(800) 447-8255,(646) 447-3223,Express Scripts,Express Scripts,"Florida, New Jersey, New York.","HIP Health Plan of New York, Vytra.",NO,12,0,1,38,49,19,648,8,25,755,90,1,0,0,2,2,4,5,9,28,9,5,57,5,3,1,2,193,0,3,13,4421,3,45,725155,18,7,3,893,8,96,1,18,40,4,104,13,8,4,5,3,8,
1584,US Health and Life Insurance Company (USHL),,,8220 Irving Road,Sterling Heights,MI,48312,www.ushealthandlife.com/Wisconsin.aspx,For-profit,Private.,(586) 693-4300,,(586) 693-4835,,,Wisconsin.,fka Trilogy Health Insurance.,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20869,0,0,0,
545,Priority Health,Spectrum Health.,,"1231 East Beltline Avenue, NE",Grand Rapids,MI,49525,www.priorityhealth.com,Not-for-profit.,Private.,(800) 446-5674,(616) 464-8000,(616) 942-5651,Argus Health Systems,Diplomat Specialty Pharmacy,Michigan.,"Priority Health Government Programs, Physicians Health Plan of South Michigan.",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,New West Health Services,New West Health Services.,,130 Neill Avenue,Helena,MT,59601,www.newwestmedical.com,Not-for-profit.,Private.,(800) 873-8049,(888) 873-8049,(406) 457-2299,MedImpact Healthcare Systems,,Montana.,dba New West Medicare.,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
558,Blue Cross and Blue Shield of Vermont,,,P.O. Box 186,Berlin,VT,05601-0186,www.bcbsvt.com,Not-for-profit.,Private.,(800) 247-2583,,(802) 229-0511,Express Scripts,,Vermont.,The Vermont Health Plan,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195743,0,0,0,0,0,
1347,"Health Net, Inc.","Health Net, Inc.",,21650 Oxnard Street,Woodland Hills,CA,91367,www.healthnet.com,For-profit.,Public.,(818) 676-6000,(800) 291-6911,(818) 676-8591,CVS/Caremark Rx,,"Primarily Arizona, California, Oregon and parts of Washington. TRICARE North contract in 22 states and District of Columbia.","Health Net of Arizona, Health Net of California, Health Net Health Plan of Oregon, Health Net Federal Services, MHN, MHN Government Services.",NO,0,0,0,156000,2197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1354,Oklahoma Office of Management and Enterprise Services Employees Group Insurance Division,State of Oklahoma.,,"3545 Northwest 58th, Suite 110",Oklahoma City,OK,73112,www.sib.ok.gov,Not-for-profit.,Government.,(405) 717-8701,(800) 543-6044,,Express Scripts,Express Scripts,Nationwide.,fka Oklahoma State and Education Employees Group Insurance Board.,NO,19,6,464,75,98,125,4,2,0,132,38,8,5,10,30,19,244,11,20,9,4,20,15,13,10,191,13,33,2,15,0,2,58,20,9,23,115853,24,11,1,13,5,45,1024,9,27,2,31,15,4,6,1,2
1359,Aetna,Aetna Inc.,9,151 Farmington Avenue,Hartford,CT,06156,www.aetna.com,For-profit.,Public.,(860) 273-0123,(800) 872-3862,(860) 273-2062,Aetna Pharmacy Management,Aetna Specialty Pharmacy,Nationwide.,"Delaware Physician's Care, Innovation Health, Integral Quality Care, Prudential. New acquisitions are Genworth
Financial, Inc. and Prodigy Health Group.",NO,49695,38689,54778,757001,1594426,220886,441324,322767,221350,1008353,536590,9005,65913,43425,528838,190727,105134,94840,116183,209336,143838,265482,366890,79242,74325,182764,20762,279959,54617,68623,45142,1118445,26152,137433,897969,694181,168096,100534,1152900,19149,115536,9358,208183,2436381,85382,520672,15514,283464,115300,61587,9716,0,"523,811"
635,Blue Cross and Blue Shield of Kansas City,,,2301 Main Street,Kansas City,MO,64108,www.bluekc.com,Not-for-profit.,Private.,(816) 395-2222,(800) 892-6048,(816) 561-5669,Express Scripts,"Walgreens Specialty Pharmacy, Express Scripts (Accredo)",Kansas and Missouri.,"Blue Advantage Plus of Kansas City, BCBSKC, BlueKC, Blue Care, Preferred-Care, Preferred-Care Blue.",YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227814,0,0,0,0,0,0,0,0,422671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
760,"ConnectiCare of Massachusetts, Inc.","EmblemHealth, Inc.",13,175 Scott Swamp Road,Farmington,CT,06032,www.connecticare.com,For-profit.,Private.,(860) 674-5700,(800) 251-7722,(860) 674-5728,Express Scripts,"Express Scripts (CuraScript), Walgreens Specialty Pharmacy, ICORE Healthcare",Massachusetts.,"ConnectiCare, Inc.",NO,0,0,0,0,0,0,361,0,0,2,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
162,Alameda Alliance for Health,,,1240 South Loop Road,Alameda,CA,94502,www.alamedaalliance.org OR www.alliancecompletecare.org,Not-for-profit.,Government.,(510) 747-4500,,(855) 891-7170,MedImpact Healthcare Systems,Bioscrip,California.,"Alameda CompleteCare, Alliance CompleteCare.",NO,0,0,0,0,163229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,Central California Alliance for Health,Santa Cruz-Monterey-Merced Managed Medical Care Commission.,,"1600 Green Hills Road, Suite 101",Scotts Valley,CA,95066,www.ccah-alliance.org,Not-for-profit.,Government.,(831) 430-5500,(800) 700-3874,(831) 430-5852,MedImpact Healthcare Systems,Diplomat Specialty Pharmacy,California.,"Central California Alliance for Health, The Alliance, Central Coast Alliance for Health, Santa Cruz Monterey-Merced Managed Medical Care Commission, Santa Cruz County Health Options.",NO,0,0,0,0,225152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,AvMed,Santa Fe HealthCare.,,9400 South Dadeland Boulevard,Miami,FL,33156,www.avmed.org,Not-for-profit.,Private.,(305) 671-5437,(800) 882-8633,(305) 671-6103,"Catamaran Corporation, Express Scripts (Medco)",,Florida.,,NO,0,0,0,0,0,0,0,0,0,297439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Fallon Community Health Plan (FCHP),,,10 Chestnut Street,Worcester,MA,01608,www.fchp.org,Not-for-profit.,Private.,(508) 799-2100,(800) 333-2535,(508) 831-1141,CVS/Caremark Rx,CVS/Caremark Rx,Massachusetts.,"Fallon Health and Life Assurance Company, Inc.; Summit Elder Care; NaviCare; Fallon Total Care (FTC).",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
727,Blue Cross of Northeastern Pennsylvania,,,19 North Main Street,Wilkes-Barre,PA,18711,www.bcnepa.com,Not-for-profit.,Private.,(570) 200-4300,,(570) 200-6640,Express Scripts,,Pennsylvania.,"HMO of Northeastern Pennsylvania, Hospital Service Association of Northeastern Pennsylvania, First Priority Life Insurance Company.",YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Capital BlueCross,,,2500 Elmerton Avenue,Harrisburg,PA,17177,www.capbluecross.com,Not-for-profit.,Private.,(800) 962-2242,,(717) 541-6915,CVS/Caremark Rx,Express Scripts (Curascript),Pennsylvania.,"Keystone Health Plan Central, Capital Advantage Insurance Company, Avalon Insurance Company.",YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,"UTMB Health Plans, Inc.",University of Texas Medical Branch in Galveston.,,301 University Boulevard,Galveston,TX,77555-1155,www.utmb.edu/multishareplan,Not-for-profit.,Private.,(409) 766-4066,(866) 735-3281,,,,Texas.,dba UTMB Healthcare Systems and UTMB Healthcare Systems HMO. Plan name is ChoiceONE Select.,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,
1332,Coventry Health and Life Insurance Company,"Aetna, Inc.",9,6705 Rockledge Drive,Bethesda,MD,20817,www.coventryhealthcare.com,For-profit.,Public.,(301) 581-0600,,,Express Scripts,Aetna Specialty Pharmacy,Nationwide.,"Altius Health Plans in Utah, Idaho, Wyoming, and Colorado; Carelink Health Plans in West Virginia; First Health Network; Group Health Plan in Illinois and Missouri; HealthAmerica of Pennsylvania, Inc./HealthAssurance Pennsylvania in Ohio and Pennsylvania; HealthCare USA of Missouri; OmniCare Health Plan in Michigan; PersonalCare in Illinois; Preferred Health Systems/Preferred Plus of Kansas and MHP, Inc., aka Mercy Health Plans, Premier Health Plans, Mercy Health Plans of Missouri, Children's Mercy's Family Health Partners in Missouri; Southern Health Services in Virginia; Summit Health Plan in New Jersey, New York, Oregon, Pennsylvania, Puerto Rico, South Carolina, Tennessee and Texas; Vista Healthplans in Florida; and WellPath Community Health Plans in North and South Carolina as well as CHCcares of South Carolina, The Diamond Plan.",NO,7019,561,19464,10297,14550,7705,1814,4656,20071,305899,238266,366,71297,8540,153809,7792,250567,255060,71114,3112,2266,45867,48871,3484,7455,996698,2136,179522,1078,192247,1887,7182,2388,14142,7278,31639,36335,4182,476337,526,44873,8929,17110,31962,177865,141306,772,5191,5027,94564,3956,56,"21,323"
130,Lovelace Health Plan,Ardent Health Services.,,"4101 Indian School NE, Suite 110 South, Altrura Office Complex",Albuquerque,NM,87110,www.lovelacehealthplan.com,For-profit.,Private.,(505) 727-5683,(800) 808-7363,(808) 727-5557,Internal,Specialty Pharmacy of Lovelace Health System,"New Mexico, Oklahoma.","Lovelace Insurance Company, Lovelace Health System.",NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108628,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,"Viva Health, Inc.","Triton Health Systems, LLC.",,"417 20th Street North, Suite 1100",Birmingham,AL,35203,www.vivahealth.com,Not-for-profit,Private.,(205) 918-2067,(800) 294-7780,(205) 939-1748,CVS/Caremark Rx,,Alabama.,,NO,93187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,"HMO Partners, Inc.","Baptist Health, Inc. and USAble Corporation, a subsidiary of Arkansas BlueCross BlueShield.",95,P.O. Box 8069,Little Rock,AR,72203,www.healthadvantage-hmo.com,For-profit.,Private.,(501) 221-1800,(800) 843-1329,(501) 221-7103,CVS/Caremark Rx,CVS/Caremark Rx,Arkansas.,Health Advantage.,NO,0,0,229376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente.,26,"One Kaiser Plaza, 300 Lakeside Drive",Oakland,CA,94612,www.kp.org,Not-for-profit.,Private.,(800) 464-4000,,(510) 271-6493,"MedImpact Healthcare Systems, Catamaran Corporation",,"California, plus Medicare Advantage plans in other states.",Kaiser Foundation Health Plan-Southern California; Kaiser Foundation Health Plan-Northern California.,NO,0,0,0,766,7091140,119,0,0,0,76,44,343,0,85,26,0,0,0,15,0,0,0,14,0,0,0,0,12,0,0,0,0,19,935,29,20,13,415,0,0,0,69,0,272,69,19,0,295,0,0,0,0,0
